TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
IRF1	RIPOR3	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	2,2
IRF1	TSPAN12	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
IRF1	ZFP36L1	-0.5819	50.07	-7.3E-02	rgb(201,207,220)	1.9921	2,2
IRF6	DPYSL3	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
IRF6	MYO1E	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
IRF6	TEK	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
IRF7	ADAMTSL1	0.5819	50.07	0.071	rgb(218,204,204)	1.9921	None
IRF7	DDX60L	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
IRF7	EGLN3	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
IRF7	ENSMMUG00000009859	-0.5819	50.07	-6.7E-02	rgb(203,208,220)	1.9921	2,2
IRF7	ENSMMUG00000014786	-0.5819	50.07	-6.7E-02	rgb(202,208,220)	1.9921	2,2
IRF7	ENSMMUG00000020157	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	2,2
IRF7	FRAS1	-0.5819	50.07	-6.8E-02	rgb(202,208,220)	1.9921	2,2
IRF7	HLA-DPA1	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	2,2
IRF7	Mamu-DPB1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	2,2
IRF7	NEDD9	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
IRF7	S1PR1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
IRF7	SLF1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	2,2
IRF7	SLFN13	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
IRF7	VIM	-0.5819	50.07	-6.8E-02	rgb(202,208,220)	1.9921	2,2
IRF8	MARCKS	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
IRF9	DISP1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
IRF9	ENSMMUG00000008378	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	2,2
IRF9	ERAP1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
IRF9	FKBP5	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
IRF9	IL4I1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	2,2
IRF9	ISG20	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	2,2
IRF9	LPL	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
IRF9	PLA2G16	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	2,2
IRF9	PRKCH	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
IRF9	SLFN13	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	2,2
IRF9	TRANK1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
IRF9	ZNFX1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
JDP2	HES1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
JDP2	HOMER3	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
JDP2	SFTPC	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
JUNB	DUSP6	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
JUNB	IFI30	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
JUNB	PSME1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
JUNB	SERPING1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
JUNB	YBX3	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF10	IFIT1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
KLF10	RPL5	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF11	IFIT1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
KLF11	RPL5	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF4	IFI44	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
KLF4	RNF144B	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF4	SPARCL1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF6	IFI44	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
KLF6	RNF144B	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KLF6	SPARCL1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
KMT2A	COTL1	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
LEF1	MYLIP	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
LEF1	SMC4	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
LHX6	DYRK2	-0.5819	50.07	-7.1E-02	rgb(202,208,220)	1.9921	2,2
LHX6	SERPING1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
LIN28B	ERRFI1	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
LIN28B	MTFR2	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
LIN54	APOD	-0.5819	50.07	-6.8E-02	rgb(202,208,220)	1.9921	2,2
LIN54	IGF2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
LTF	CDK6	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
LTF	TFPI	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MAF	FLT1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MAF	GIMAP4	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MAFF	DPY19L1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MAFF	KDR	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MAFF	LAMA4	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MAFF	MLLT3	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MAFF	RALGAPA2	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MAFF	SPARCL1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MAFG	FLT1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MAFG	GIMAP4	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MBD2	A4GALT	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MBD2	FAM167B	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MBD2	FOXO1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MBD2	GPCPD1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MBD2	HOMER3	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MBNL2	FYN	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
MBNL2	LMO7	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MBNL2	MAGI1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MBNL2	SCARB1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
MBNL2	ZFPM2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MECOM	DDIT4	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MECOM	DDX58	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MECOM	FBN1	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MECOM	ID3	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MECOM	ITIH5	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
MECOM	KLF6	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MECOM	MLLT3	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
MECOM	RAI14	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MECOM	UBD	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MEOX2	HOMER3	-0.5819	50.07	-7.3E-02	rgb(201,207,220)	1.9921	2,2
MEOX2	MARCKSL1	-0.5819	50.07	-7.1E-02	rgb(202,208,220)	1.9921	2,2
MEOX2	RPS13	-0.5819	50.07	-6.9E-02	rgb(202,208,220)	1.9921	2,2
MESP1	CTHRC1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MESP2	ZSCAN31	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
MITF	ATF3	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
MITF	B2M	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MITF	MYLIP	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MITF	TSPAN12	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
MLXIPL	BATF3	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MLXIPL	CMTM8	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MLXIPL	ENO1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MLXIPL	FRMD4A	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
MLXIPL	MAGI1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MLXIPL	MERTK	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MLXIPL	SBNO2	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MLXIPL	SCD	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MNT	ABCA1	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MNT	CACHD1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MNT	CHSY1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MNT	CMIP	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MNT	FRAS1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MNT	IER5L	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MNT	IFI6	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
MNT	IL4I1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
MNT	RGS3	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MNT	SH2B3	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MNT	TNFRSF6B	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
MNT	TSPAN15	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MNT	TSPAN18	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MSGN1	CD74	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MSGN1	CDC42EP4	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MSGN1	PIK3R1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MSGN1	TNIP1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MSGN1	TRERF1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MSGN1	ZNRF3	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MTERF1	PALLD	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
MXD1	EEPD1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MXD1	RAI14	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MXD1	TCF7	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
MXD1	VPS36	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MYBL2	ADAMTSL1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
MYBL2	AFAP1	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MYBL2	DDIT3	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
MYBL2	EEPD1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MYBL2	FAXDC2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MYBL2	HIVEP2	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
MYBL2	KANK2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MYBL2	MAP7D3	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
MYBL2	TOB1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MYC	FAM167B	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MYC	MARCKSL1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
MYC	OAS2	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
MYNN	CLEC3B	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
MYNN	FNDC3B	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
MYNN	GATA2	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
MYNN	GSE1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
MYNN	NEK1	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
MYNN	RAI14	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
MYNN	ROBO2	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
NAIF1	IL4I1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
NAIF1	MYCBPAP	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
NAIF1	SH3BGRL2	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
NEUROG1	FBXO32	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
NEUROG1	PLAT	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
NFE2	CD74	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2	HSPA5	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2	IFI27	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2	SAMD9L	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2L2	CD74	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2L2	HSPA5	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2L2	IFI27	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFE2L2	SAMD9L	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFIB	EMCN	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
NFIB	IFIT3	-0.5819	50.07	-6.8E-02	rgb(202,208,220)	1.9921	None
NFIL3	ALDH1A1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
NFIL3	IL4R	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
NFIL3	LTBP1	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
NFIL3	MECOM	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
NFIL3	NR1D2	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
NFIL3	PTPRD	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
NFIL3	RCSD1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
NFIL3	TGFBR3	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
NFKB1	NOC3L	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
NFYA	MID2	-0.5819	50.07	-6.7E-02	rgb(202,208,220)	1.9921	2,2
NPAS2	GSN	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
NPAS2	HK1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
NPAS2	ID1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
NPAS2	MAN1C1	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
NPAS2	MYLK	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
NR0B1	AK1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
NR0B1	CALR	0.5819	50.07	0.075	rgb(218,203,203)	1.9921	None
NR0B1	CCDC112	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
NR0B1	CDK19	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
NR0B1	CDKN2D	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
NR0B1	CMIP	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
NR0B1	CRMP1	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
NR0B1	LSR	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
NR0B1	MAP1B	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
NR0B1	MYL9	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
NR0B1	NRIP1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
NR0B1	SERPINE2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
NR0B1	SOBP	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
NR0B1	TSHZ1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
NR4A2	NPY1R	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A2	OAS2	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A2	OCLN	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A2	SAMD9L	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A3	NPY1R	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A3	OAS2	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A3	OCLN	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR4A3	SAMD9L	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
NR5A2	CST3	-0.5819	50.07	-7.0E-02	rgb(202,208,220)	1.9921	2,2
NR5A2	ZNF281	-0.5819	50.07	-6.6E-02	rgb(203,208,219)	1.9921	2,2
OVOL1	EXTL2	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
OVOL1	FBLIM1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
OVOL1	GPCPD1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
OVOL1	MAGI1	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
OVOL1	PTPRG	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PBX3	HSPB1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PBX3	SFTPC	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
PHF1	MT-ND4	-0.5819	50.07	-7.5E-02	rgb(201,207,220)	1.9921	2,2
PLAG1	ANGPTL4	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
PLAG1	ENPP2	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
PLAG1	IGF2	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
PLAG1	SLCO2B1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
PLAG1	ST3GAL1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PLAG1	VASP	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
PLAGL1	ABCF1	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
PLAGL1	ENO1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
PLAGL1	LSR	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
POGK	DLL4	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
POGK	LBH	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
POGK	SOD2	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
POGK	TSPAN18	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
POGK	ZSWIM6	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
POU2AF1	CFP	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
POU2AF1	SCHIP1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
POU2AF1	SRFBP1	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
POU2AF1	TMEM132C	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
POU2AF1	TMTC2	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
POU2F1	DUSP6	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
POU2F1	IGFBP2	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
POU2F1	KDR	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
POU2F1	LPL	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
PPARA	DTL	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
PPARA	RPS5	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM12	EDNRB	-0.5819	50.07	-6.8E-02	rgb(202,208,220)	1.9921	2,2
PRDM14	PRKCE	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PRDM14	SRFBP1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM14	ZEB2	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
PRDM15	ABHD6	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM15	GJA5	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
PRDM15	SOBP	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM4	CFD	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
PRDM4	DAB2	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
PRDM4	ETV6	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
PRDM4	HK1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM4	MYLK	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PRDM4	NCALD	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
PRDM4	NFKB2	0.5819	50.07	0.071	rgb(218,204,204)	1.9921	None
PRDM4	PSMA5	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
PRDM4	SCGB1A1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
PRDM4	SERPINE2	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PRDM4	STXBP1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
PRDM5	MGLL	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
PRDM5	PDLIM5	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
PRDM5	SERTAD1	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
PROX1	IFRD1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
PROX2	IFRD1	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
RARB	LDB2	-0.5819	50.07	-7.1E-02	rgb(202,208,220)	1.9921	None
RBAK	CDKN1C	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
RBAK	DNAJB1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
RBAK	IGFBP2	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
RBAK	ZFP36L1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
RBPJL	JRKL	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
RBPJL	ZNF711	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
RELB	FAM171A1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
RELB	MAPKAPK2	0.5819	50.07	0.065	rgb(218,205,205)	1.9921	None
RELB	NEDD4L	0.5819	50.07	0.066	rgb(218,204,204)	1.9921	None
RELB	PREX2	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
RELB	RELA	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
RELB	RHBDF2	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
RELB	RNF213	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
RELB	TNIP1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
RFX8	ARL4A	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
SALL1	ADAMTSL2	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
SALL1	CD9	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
SALL1	EDIL3	0.5819	50.07	0.071	rgb(218,204,204)	1.9921	None
SALL1	EMP3	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
SALL1	FLI1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
SALL1	ITPR2	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
SALL1	MYLK	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
SALL1	MYO10	0.5819	50.07	0.071	rgb(218,204,204)	1.9921	None
SALL1	SLC40A1	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
SATB2	RPL10A	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
SATB2	RPL7A	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
SKOR1	CCNG1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
SKOR1	CPEB4	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
SKOR1	EFNB2	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	None
SKOR1	MT-ND4	-0.5819	50.07	-7.1E-02	rgb(202,208,220)	1.9921	2,2
SKOR1	MYLK	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
SKOR1	NFKBIA	-0.5819	50.07	-6.9E-02	rgb(202,208,220)	1.9921	2,2
SKOR1	SCN9A	-0.5819	50.07	-7.3E-02	rgb(201,207,220)	1.9921	2,2
SKOR1	ZNF462	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
SKOR2	CDK14	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
SKOR2	CPEB4	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
SKOR2	NRP2	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
SKOR2	PRKCH	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
SKOR2	PTPRD	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
SKOR2	SNCAIP	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
SKOR2	TSPAN18	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
SNAI2	CST3	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
SNAI2	FTL	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	2,2
SNAI2	HSPA8	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
SNAI2	KLF4	0.5819	50.07	0.068	rgb(218,204,204)	1.9921	None
SNAI2	TSPAN12	0.5819	50.07	0.07	rgb(218,204,204)	1.9921	None
SNAI3	ANGPT1	0.5819	50.07	0.069	rgb(218,204,204)	1.9921	None
SNAI3	GCLC	0.5819	50.07	0.071	rgb(218,203,204)	1.9921	None
STAT1	KLF4	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
STAT5A	IFI30	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
STAT5A	IRF1	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
STAT5A	RNF213	0.5819	50.07	0.074	rgb(218,203,203)	1.9921	None
TBX3	IGFBP2	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
TBX3	LPL	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	None
TBX4	CSGALNACT1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
TBX4	ENSMMUG00000005494	0.5819	50.07	0.073	rgb(218,203,203)	1.9921	2,2
TBX4	NCALD	0.5819	50.07	0.067	rgb(218,204,204)	1.9921	None
TBX6	ACTN1	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
TBX6	METTL21A	0.5819	50.07	0.066	rgb(218,204,205)	1.9921	None
TCF7	MYLIP	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
TCF7	SMC4	0.5819	50.07	0.233	rgb(220,173,173)	1.9921	2,2
TERF2	GLRX	0.5819	50.07	0.072	rgb(218,203,203)	1.9921	None
